cveID,vendor,product,state,cwe_description,vector_string,cweID,assignerShortName,datePublished
CVE-2013-1668,n/a,n/a,PUBLISHED,The uploadFile function in upload/index.php in CosCMS before 1.822 allows remote administrators to execute arbitrary commands via shell metacharacters in the name of an uploaded file.,,,mitre,2014-05-23T14:00:00
CVE-2013-1669,mozilla,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 21.0 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1670,mozilla,n/a,PUBLISHED,The Chrome Object Wrapper (COW) implementation in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 does not prevent acquisition of chrome privileges during calls to content level constructors; which allows remote attackers to bypass certain read-only restrictions and conduct cross-site scripting (XSS) attacks via a crafted web site.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1671,mozilla,n/a,PUBLISHED,Mozilla Firefox before 21.0 does not properly implement the INPUT element; which allows remote attackers to obtain the full pathname via a crafted web site.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1672,mozilla,n/a,PUBLISHED,The Mozilla Maintenance Service in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 on Windows allows local users to bypass integrity verification and gain privileges via vectors involving junctions.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1673,mozilla,n/a,PUBLISHED,"The Mozilla Updater in Mozilla Firefox before 21.0 on Windows does not properly maintain Mozilla Maintenance Service registry entries in certain situations involving upgrades from older Firefox versions; which allows local users to gain privileges by leveraging write access to a ""trusted path.""",,,mozilla,2013-05-16T10:00:00
CVE-2013-1674,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code via vectors involving an onresize event during the playing of a video.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1675,mozilla,n/a,PUBLISHED,Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 do not properly initialize data structures for the nsDOMSVGZoomEvent::mPreviousScale and nsDOMSVGZoomEvent::mNewScale functions; which allows remote attackers to obtain sensitive information from process memory via a crafted web site.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1676,mozilla,n/a,PUBLISHED,The SelectionIterator::GetNextSegment function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds read) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1677,mozilla,n/a,PUBLISHED,The gfxSkipCharsIterator::SetOffsets function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (out-of-bounds read) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1678,mozilla,n/a,PUBLISHED,The _cairo_xlib_surface_add_glyph function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (invalid write operation) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1679,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the mozilla::plugins::child::_geturlnotify function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1680,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the nsFrameList::FirstChild function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1681,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the nsContentUtils::RemoveScriptBlocker function in Mozilla Firefox before 21.0; Firefox ESR 17.x before 17.0.6; Thunderbird before 17.0.6; and Thunderbird ESR 17.x before 17.0.6 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via unspecified vectors.,,,mozilla,2013-05-16T10:00:00
CVE-2013-1682,mozilla,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1683,mozilla,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 22.0 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1684,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the mozilla::dom::HTMLMediaElement::LookupMediaElementURITable function in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a crafted web site.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1685,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the nsIDocument::GetRootElement function in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via a crafted web site.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1686,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the mozilla::ResetDir function in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via unspecified vectors.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1687,mozilla,n/a,PUBLISHED,The System Only Wrapper (SOW) and Chrome Object Wrapper (COW) implementations in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 do not properly restrict XBL user-defined functions; which allows remote attackers to execute arbitrary JavaScript code with chrome privileges; or conduct cross-site scripting (XSS) attacks; via a crafted web site.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1688,mozilla,n/a,PUBLISHED,The Profiler implementation in Mozilla Firefox before 22.0 parses untrusted data during UI rendering; which allows user-assisted remote attackers to execute arbitrary JavaScript code via a crafted web site.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1689,Mozilla,Firefox,PUBLISHED,Mozilla Firefox 20.0a1 and earlier allows remote attackers to cause a denial of service (crash); related to event handling with frames.,,,mozilla,2019-12-10T17:44:06
CVE-2013-1690,mozilla,n/a,PUBLISHED,Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 do not properly handle onreadystatechange events in conjunction with page reloading; which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code via a crafted web site that triggers an attempt to execute data at an unmapped memory location.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1692,mozilla,n/a,PUBLISHED,Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 do not prevent the inclusion of body data in an XMLHttpRequest HEAD request; which makes it easier for remote attackers to conduct cross-site request forgery (CSRF) attacks via a crafted web site.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1693,mozilla,n/a,PUBLISHED,The SVG filter implementation in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 allows remote attackers to read pixel values; and possibly bypass the Same Origin Policy and read text from a different domain; by observing timing differences in execution of filter code.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1694,mozilla,n/a,PUBLISHED,The PreserveWrapper implementation in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 does not properly handle the lack of a wrapper; which allows remote attackers to cause a denial of service (application crash) or possibly execute arbitrary code by leveraging unintended clearing of the wrapper cache's preserved-wrapper flag.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1695,mozilla,n/a,PUBLISHED,Mozilla Firefox before 22.0 does not properly implement certain DocShell inheritance behavior for the sandbox attribute of an IFRAME element; which allows remote attackers to bypass intended access restrictions via a FRAME element within an IFRAME element.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1696,mozilla,n/a,PUBLISHED,Mozilla Firefox before 22.0 does not properly enforce the X-Frame-Options protection mechanism; which allows remote attackers to conduct clickjacking attacks via a crafted web site that uses the HTTP server push feature with multipart responses.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1697,mozilla,n/a,PUBLISHED,The XrayWrapper implementation in Mozilla Firefox before 22.0; Firefox ESR 17.x before 17.0.7; Thunderbird before 17.0.7; and Thunderbird ESR 17.x before 17.0.7 does not properly restrict use of DefaultValue for method calls; which allows remote attackers to execute arbitrary JavaScript code with chrome privileges via a crafted web site that triggers use of a user-defined (1) toString or (2) valueOf method.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1698,mozilla,n/a,PUBLISHED,The getUserMedia permission implementation in Mozilla Firefox before 22.0 references the URL of a top-level document instead of the URL of a specific page; which makes it easier for remote attackers to trick users into permitting camera or microphone access via a crafted web site that uses IFRAME elements.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1699,mozilla,n/a,PUBLISHED,The Internationalized Domain Name (IDN) display algorithm in Mozilla Firefox before 22.0 does not properly handle the .com; .name; and .net top-level domains; which allows remote attackers to spoof the address bar via unspecified homograph characters.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1700,mozilla,n/a,PUBLISHED,The Mozilla Maintenance Service in Mozilla Firefox before 22.0 on Windows does not properly handle inability to launch the Mozilla Updater executable file; which allows local users to gain privileges via vectors involving placement of a Trojan horse executable file at an arbitrary location.,,,mozilla,2013-06-26T01:00:00
CVE-2013-1701,mozilla,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 23.0; Firefox ESR 17.x before 17.0.8; Thunderbird before 17.0.8; Thunderbird ESR 17.x before 17.0.8; and SeaMonkey before 2.20 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1702,mozilla,n/a,PUBLISHED,Multiple unspecified vulnerabilities in the browser engine in Mozilla Firefox before 23.0 and SeaMonkey before 2.20 allow remote attackers to cause a denial of service (memory corruption and application crash) or possibly execute arbitrary code via unknown vectors.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1703,mozilla,,REJECTED,,,,mozilla,2020-07-10T14:29:59
CVE-2013-1704,mozilla,n/a,PUBLISHED,Use-after-free vulnerability in the nsINode::GetParentNode function in Mozilla Firefox before 23.0 and SeaMonkey before 2.20 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption and application crash) via vectors involving a DOM modification at the time of a SetBody mutation event.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1705,mozilla,n/a,PUBLISHED,Heap-based buffer underflow in the cryptojs_interpret_key_gen_type function in Mozilla Firefox before 23.0 and SeaMonkey before 2.20 allows remote attackers to execute arbitrary code or cause a denial of service (application crash) via a crafted Certificate Request Message Format (CRMF) request.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1706,mozilla,n/a,PUBLISHED,Stack-based buffer overflow in maintenanceservice.exe in the Mozilla Maintenance Service in Mozilla Firefox before 23.0; Firefox ESR 17.x before 17.0.8; Thunderbird before 17.0.8; and Thunderbird ESR 17.x before 17.0.8 allows local users to gain privileges via a long pathname on the command line.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1707,mozilla,n/a,PUBLISHED,Stack-based buffer overflow in Mozilla Updater in Mozilla Firefox before 23.0; Firefox ESR 17.x before 17.0.8; Thunderbird before 17.0.8; and Thunderbird ESR 17.x before 17.0.8 allows local users to gain privileges via a long pathname on the command line to the Mozilla Maintenance Service.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1708,mozilla,n/a,PUBLISHED,Mozilla Firefox before 23.0 and SeaMonkey before 2.20 allow remote attackers to cause a denial of service (application crash) via a crafted WAV file that is not properly handled by the nsCString::CharAt function.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1709,mozilla,n/a,PUBLISHED,Mozilla Firefox before 23.0; Firefox ESR 17.x before 17.0.8; Thunderbird before 17.0.8; Thunderbird ESR 17.x before 17.0.8; and SeaMonkey before 2.20 do not properly handle the interaction between FRAME elements and history; which allows remote attackers to conduct cross-site scripting (XSS) attacks via vectors involving spoofing a relative location in a previously visited document.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1710,mozilla,n/a,PUBLISHED,The crypto.generateCRMFRequest function in Mozilla Firefox before 23.0; Firefox ESR 17.x before 17.0.8; Thunderbird before 17.0.8; Thunderbird ESR 17.x before 17.0.8; and SeaMonkey before 2.20 allows remote attackers to execute arbitrary JavaScript code or conduct cross-site scripting (XSS) attacks via vectors related to Certificate Request Message Format (CRMF) request generation.,,,mozilla,2013-08-07T01:00:00
CVE-2013-1711,mozilla,n/a,PUBLISHED,The XrayWrapper implementation in Mozilla Firefox before 23.0 and SeaMonkey before 2.20 does not properly address the possibility of an XBL scope bypass resulting from non-native arguments in XBL function calls; which makes it easier for remote attackers to conduct cross-site scripting (XSS) attacks by leveraging access to an unprivileged object.,,,mozilla,2013-08-07T01:00:00
